trial_type,time_elapsed,rt,key_press,condition,next_reward,responses,planet,curr_prac_trial,n_prac_rounds,button_pressed,alien,aliens,reward_received,decay_rate_actual,decay_rate_exp,time_in_block,block_num,prt,last_trial_on_planet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1164862,null,null,,78,,52,,,,,,93,0.843158554,0.838709677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1165924,1060.8,76,,78,,52,,,,,,,,,333773,3,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel,1174868,,,,,[],52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1179870,null,null,,,,,,,,48,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1180372,null,null,,93,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1182376,,,,,[],53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1183882,null,null,,78,,53,,,,,,93,0.835548353,0.838709677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1184118,234.3,76,,78,,53,,,,,,,,,351967,3,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel,1193889,,,,,[],53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1198896,null,null,,,,,,,,30,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1199403,null,null,,103,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1201407,,,,,[],54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1202913,null,null,,86,,54,,,,,,103,0.838443767,0.834951456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1203199,284.2,76,,86,,54,,,,,,,,,371048,3,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
end_of_block,1205339,2132,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1210370,null,null,,,,,,,,104,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1210877,null,null,,101,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1212881,,,,,[],55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1214387,null,null,,16,,55,,,,,,101,0.157106063,0.158415842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1215591,1202.8,76,,16,,55,,,,,,,,,10249,4,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel,1224397,,,,,[],55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1229403,null,null,,,,,,,,65,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1229908,null,null,,105,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1231913,,,,,[],56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1233415,null,null,,29,,56,,,,,,105,0.273271398,0.276190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1233613,196,76,,29,,56,,,,,,,,,28271,4,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel,1243422,,,,,[],56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1248430,null,null,,,,,,,,47,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1248938,null,null,,104,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1250942,,,,,[],57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1252444,null,null,,26,,57,,,,,,104,0.254145295,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1252616,170.3,76,,26,,57,,,,,,,,,47274,4,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel,1262452,,,,,[],57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1267457,null,null,,,,,,,,72,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1267962,null,null,,99,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1269967,,,,,[],58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1271474,null,null,,61,,58,,,,,,99,0.616204159,0.616161616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1271529,54.10000002,76,,61,,58,,,,,,,,,66187,4,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel,1281482,,,,,[],58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1286491,null,null,,,,,,,,49,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1286997,null,null,,95,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1289002,,,,,[],59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1290508,null,null,,85,,59,,,,,,95,0.897706392,0.894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1290580,70.80000001,76,,85,,59,,,,,,,,,85238,4,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel,1300516,,,,,[],59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1305518,null,null,,,,,,,,21,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1306020,null,null,,101,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1308026,,,,,[],60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1309527,null,null,,87,,60,,,,,,101,0.861708205,0.861386139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1309529,0.900000036,76,,87,,60,,,,,,,,,104186,4,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel,1319535,,,,,[],60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1324538,null,null,,,,,,,,43,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1325039,null,null,,92,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1327046,,,,,[],61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1328551,null,null,,80,,61,,,,,,92,0.869817004,0.869565217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1328901,348.3,76,,80,,61,,,,,,,,,123559,4,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel,1338564,,,,,[],61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1343571,null,null,,,,,,,,69,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1344077,null,null,,99,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1346082,,,,,[],62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1347593,null,null,,83,,62,,,,,,99,0.835927202,0.838383838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1347796,201.2,76,,83,,62,,,,,,,,,142453,4,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel,1357598,,,,,[],62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1362605,null,null,,,,,,,,119,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1363112,null,null,,97,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1365121,,,,,[],63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1366626,null,null,,73,,63,,,,,,97,0.755567737,0.75257732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1366636,8.200000048,76,,73,,63,,,,,,,,,161294,4,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel,1376638,,,,,[],63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1381644,null,null,,,,,,,,71,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1382151,null,null,,101,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1384156,,,,,[],64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1385663,null,null,,30,,64,,,,,,101,0.296007877,0.297029703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1385694,28.70000005,76,,30,,64,,,,,,,,,180352,4,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel,1395666,,,,,[],64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1400675,null,null,,,,,,,,86,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1401181,null,null,,108,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1403185,,,,,[],65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1404690,null,null,,20,,65,,,,,,108,0.189386953,0.185185185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1404796,104.8,76,,20,,65,,,,,,,,,199454,4,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel,1414695,,,,,[],65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1419700,null,null,,,,,,,,20,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1420206,null,null,,90,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1422211,,,,,[],66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1423713,null,null,,72,,66,,,,,,90,0.801449979,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1423789,74.60000002,76,,72,,66,,,,,,,,,218447,4,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel,1433716,,,,,[],66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1438725,null,null,,,,,,,,44,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1439231,null,null,,103,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1441236,,,,,[],67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1442741,null,null,,80,,67,,,,,,103,0.780375888,0.776699029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1443999,1256.6,76,,80,,67,,,,,,,,,238656,4,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel,1452747,,,,,[],67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1457755,null,null,,,,,,,,108,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1458261,null,null,,97,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1460269,,,,,[],68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1461775,null,null,,79,,68,,,,,,97,0.812274898,0.81443299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1462592,815.7,76,,79,,68,,,,,,,,,257250,4,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel,1471782,,,,,[],68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1476790,null,null,,,,,,,,118,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1477298,null,null,,95,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1479302,,,,,[],69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1480811,null,null,,75,,69,,,,,,95,0.78423157,0.789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1480896,83.89999998,76,,75,,69,,,,,,,,,275553,4,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel,1490814,,,,,[],69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1495820,null,null,,,,,,,,60,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1496323,null,null,,102,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1498329,,,,,[],70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1499868,null,null,,79,,70,,,,,,102,0.771492643,0.774509804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1501871,null,null,,79,,70,,,,,,,,,296529,4,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_out,1503887,null,null,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1505889,null,null,,79,,70,,,,,,,,,300547,4,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_out,1507896,null,null,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1509900,null,null,,79,,70,,,,,,,,,304558,4,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_out,1511915,null,null,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1513919,null,null,,79,,70,,,,,,,,,308576,4,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_out,1515926,null,null,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1517929,null,null,,79,,70,,,,,,,,,312587,4,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time_out,1519941,null,null,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1520729,786.4,76,,79,,70,,,,,,,,,315386,4,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel,1529948,,,,,[],70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1534951,null,null,,,,,,,,37,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1535453,null,null,,102,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1537458,,,,,[],71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1538966,null,null,,84,,71,,,,,,102,0.822522623,0.823529412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1538989,21.70000005,76,,84,,71,,,,,,,,,333646,4,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel,1548969,,,,,[],71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1553976,null,null,,,,,,,,3,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1554485,null,null,,107,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1556490,,,,,[],72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1557999,null,null,,74,,72,,,,,,107,0.694754499,0.691588785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1558051,50.5,76,,74,,72,,,,,,,,,352708,4,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travel,1568005,,,,,[],72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alien_welcome,1573014,null,null,,,,,,,,112,31,76,15,9,117,40,100,106,24,61,51,103,66,114,67,93,5,50,4,25,85,64,75,101,29,39,41,68,78,70,105,90,107,82,34,91,8,58,56,35,73,59,16,83,22,13,23
land,1573521,null,null,,95,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dig,1575526,,,,,[],73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harvest,1577032,null,null,,78,,73,,,,,,95,0.816832917,0.821052632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decision,1577058,24.5,76,,78,,73,,,,,,,,,371716,4,0,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
end_of_block,1578171,1106.5,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,