sub_num,block,prt_rel_om
0,1,0.4166666666666667
0,2,-0.7
0,3,-0.9166666666666666
0,4,-3.25
0,5,-2.2222222222222223
1,1,1.0833333333333333
1,2,0.2727272727272727
1,3,0.5833333333333334
1,4,-0.25
1,5,0.8
2,1,4.0
2,2,5.0
2,3,5.857142857142857
2,4,6.333333333333333
2,5,4.111111111111111
3,1,1.6363636363636365
3,2,1.4
3,3,0.4166666666666667
3,4,0.8181818181818182
3,5,0.5333333333333333
5,1,-3.0
5,2,-2.4
5,3,-4.166666666666667
5,4,-4.947368421052632
5,5,-1.0625
8,1,-0.9333333333333333
8,2,-1.0
8,3,-1.4285714285714286
8,4,-1.3571428571428572
8,5,-0.25
9,1,-0.2857142857142857
9,2,0.16666666666666666
9,3,0.5
9,4,0.8181818181818182
9,5,1.0714285714285714
10,1,0.6923076923076923
10,2,2.888888888888889
10,3,1.5454545454545454
10,4,0.9090909090909091
10,5,0.6428571428571429
13,1,-0.14285714285714285
13,2,-0.25
13,3,-0.8461538461538461
13,4,-0.9230769230769231
13,5,0.125
15,1,2.3
15,2,0.8
15,3,2.4444444444444446
15,4,1.4444444444444444
15,5,1.3076923076923077
18,1,0.8333333333333334
18,2,0.18181818181818182
18,3,0.3333333333333333
18,4,-0.08333333333333333
18,5,1.0714285714285714
19,1,0.6153846153846154
19,2,0.2727272727272727
19,3,1.7272727272727273
19,4,1.8888888888888888
19,5,1.5384615384615385
21,1,1.0
21,2,1.1
21,3,2.6666666666666665
21,4,1.8888888888888888
21,5,0.7857142857142857
22,1,-1.375
22,2,-1.4666666666666666
22,3,-1.5714285714285714
22,4,-1.8571428571428572
22,5,-0.125
23,1,4.25
23,2,3.125
23,3,0.9090909090909091
23,4,1.6666666666666667
23,5,1.3846153846153846
25,1,0.8333333333333334
25,2,0.45454545454545453
25,3,0.5833333333333334
25,4,1.0
25,5,1.2142857142857142
28,1,0.6923076923076923
28,2,-0.18181818181818182
28,3,0.08333333333333333
28,4,-0.3333333333333333
28,5,1.1428571428571428
29,1,-1.1875
29,2,-2.1875
29,3,-2.125
29,4,-3.3529411764705883
29,5,-1.0588235294117647
30,1,0.38461538461538464
30,2,0.36363636363636365
30,3,1.1818181818181819
30,4,1.0
30,5,0.7333333333333333
31,1,0.5384615384615384
31,2,0.8
31,3,0.7272727272727273
31,4,0.2727272727272727
31,5,0.7142857142857143
32,1,-0.9333333333333333
32,2,-0.38461538461538464
32,3,-0.38461538461538464
32,4,-0.8461538461538461
32,5,0.4666666666666667
33,1,0.46153846153846156
33,2,0.3333333333333333
33,3,0.4166666666666667
33,4,-0.46153846153846156
33,5,0.4666666666666667
34,1,0.8333333333333334
34,2,-1.0
34,3,-1.6666666666666667
34,4,-2.0
34,5,-0.375
37,1,8.333333333333334
37,2,4.714285714285714
37,3,2.1
37,4,1.6666666666666667
37,5,2.6363636363636362
39,1,2.6
39,2,2.888888888888889
39,3,3.3333333333333335
39,4,3.375
39,5,2.0833333333333335
40,1,1.0
40,2,1.2
40,3,0.4166666666666667
40,4,0.6363636363636364
40,5,0.4666666666666667
41,1,3.3333333333333335
41,2,0.5454545454545454
41,3,0.4166666666666667
41,4,0.45454545454545453
41,5,0.6666666666666666
44,1,0.0
44,2,0.36363636363636365
44,3,0.5
44,4,-0.5
44,5,0.6666666666666666
45,1,0.3076923076923077
45,2,-0.3076923076923077
45,3,-1.0
45,4,-0.8461538461538461
45,5,-0.125
46,1,4.375
46,2,3.625
46,3,2.888888888888889
46,4,3.625
46,5,2.5454545454545454
47,1,1.2727272727272727
47,2,0.18181818181818182
47,3,0.25
47,4,-0.4166666666666667
47,5,0.6
48,1,1.125
48,2,-1.7142857142857142
48,3,-3.176470588235294
48,4,-5.25
48,5,-2.7
50,1,2.5
50,2,2.6666666666666665
50,3,2.2
50,4,2.0
50,5,1.6153846153846154
53,1,2.1
53,2,1.1
53,3,2.6
53,4,1.7777777777777777
53,5,3.4
54,1,3.75
54,2,5.0
54,3,3.75
54,4,4.285714285714286
54,5,3.7777777777777777
55,1,0.5384615384615384
55,2,0.36363636363636365
55,3,0.5833333333333334
55,4,0.6363636363636364
55,5,0.8
56,1,0.5384615384615384
56,2,-0.16666666666666666
56,3,-0.07692307692307693
56,4,-0.5384615384615384
56,5,0.6
57,1,0.38461538461538464
57,2,0.0
57,3,-0.3076923076923077
57,4,-0.16666666666666666
57,5,0.4666666666666667
58,1,5.857142857142857
58,2,3.125
58,3,1.9
58,4,1.2
58,5,0.5714285714285714
59,1,-0.2857142857142857
59,2,0.16666666666666666
59,3,-0.23076923076923078
59,4,-0.8461538461538461
59,5,0.5333333333333333
64,1,4.375
64,2,-1.3846153846153846
64,3,-3.789473684210526
64,4,-4.684210526315789
64,5,-2.6
65,1,1.8
65,2,3.0
65,3,2.4444444444444446
65,4,5.0
65,5,5.625
69,1,2.3
69,2,0.8
69,3,1.4545454545454546
69,4,0.7272727272727273
69,5,1.3846153846153846
70,1,0.9166666666666666
70,2,1.0
70,3,2.6
70,4,0.7272727272727273
70,5,1.8333333333333333
71,1,0.3076923076923077
71,2,1.3
71,3,2.4
71,4,2.2222222222222223
71,5,1.9166666666666667
75,1,1.1666666666666667
75,2,1.1
75,3,0.4166666666666667
75,4,0.0
75,5,0.7857142857142857
76,1,0.0
76,2,0.5454545454545454
76,3,1.4545454545454546
76,4,0.9090909090909091
76,5,1.0714285714285714
77,1,4.25
77,2,5.571428571428571
77,3,4.25
77,4,5.571428571428571
77,5,4.555555555555555
78,1,0.5384615384615384
78,2,0.0
78,3,-1.7142857142857142
78,4,-4.473684210526316
78,5,-2.5
80,1,0.6153846153846154
80,2,0.45454545454545453
80,3,0.5
80,4,1.0909090909090908
80,5,1.2142857142857142
81,1,2.2
81,2,2.4444444444444446
81,3,1.1818181818181819
81,4,1.8
81,5,0.8571428571428571
82,1,1.0833333333333333
82,2,0.09090909090909091
82,3,-0.23076923076923078
82,4,-0.46153846153846156
82,5,-0.1875
85,1,1.0833333333333333
85,2,0.2727272727272727
85,3,0.4166666666666667
85,4,-0.3333333333333333
85,5,0.8666666666666667
89,1,1.0
89,2,0.45454545454545453
89,3,0.4166666666666667
89,4,0.6363636363636364
89,5,0.8666666666666667
92,1,3.3333333333333335
92,2,2.6666666666666665
92,3,1.5454545454545454
92,4,2.111111111111111
92,5,1.3076923076923077
94,1,-2.6666666666666665
94,2,-4.2631578947368425
94,3,-2.875
94,4,-4.277777777777778
94,5,-2.111111111111111
96,1,1.25
96,2,2.4444444444444446
96,3,1.4545454545454546
96,4,2.4444444444444446
96,5,1.6666666666666667
97,1,-0.8125
97,2,-0.9285714285714286
97,3,-0.38461538461538464
97,4,-0.9230769230769231
97,5,-0.125
99,1,1.75
99,2,-3.0714285714285716
99,3,-4.411764705882353
99,4,-5.166666666666667
99,5,-1.375
100,1,1.1666666666666667
100,2,1.6
100,3,1.1818181818181819
100,4,1.4
100,5,1.1428571428571428
101,1,5.142857142857143
101,2,7.166666666666667
101,3,5.571428571428571
101,4,6.5
101,5,1.4
104,1,1.0833333333333333
104,2,1.0
104,3,1.0
104,4,0.7272727272727273
104,5,0.8571428571428571
105,1,0.46153846153846156
105,2,0.0
105,3,0.25
105,4,-0.16666666666666666
105,5,1.0
106,1,5.285714285714286
106,2,5.0
106,3,5.666666666666667
106,4,4.6
106,5,4.75
107,1,0.9166666666666666
107,2,3.625
107,3,3.0
107,4,1.2
107,5,2.6363636363636362
108,1,3.75
108,2,1.1
108,3,-0.16666666666666666
108,4,1.3
108,5,0.5333333333333333
110,1,-0.3076923076923077
110,2,-3.6666666666666665
110,3,-4.526315789473684
110,4,-4.947368421052632
110,5,-1.7647058823529411
112,1,0.46153846153846156
112,2,-0.25
112,3,-0.16666666666666666
112,4,-0.5
112,5,0.42857142857142855
113,1,0.5833333333333334
113,2,0.36363636363636365
113,3,0.5833333333333334
113,4,0.08333333333333333
113,5,0.8666666666666667
115,1,3.4444444444444446
115,2,1.2
115,3,0.08333333333333333
115,4,1.0
115,5,-0.0625
116,1,0.8333333333333334
116,2,0.8
116,3,1.4545454545454546
116,4,0.2727272727272727
116,5,1.2857142857142858
117,1,1.1666666666666667
117,2,0.0
117,3,-0.38461538461538464
117,4,-0.6153846153846154
117,5,0.6
119,1,1.5454545454545454
119,2,1.3
119,3,1.0909090909090908
119,4,1.6
119,5,1.0
120,1,0.9166666666666666
120,2,-1.4545454545454546
120,3,-1.2142857142857142
120,4,-1.5714285714285714
120,5,-0.25
121,1,1.5454545454545454
121,2,0.9
121,3,1.5454545454545454
121,4,0.9090909090909091
121,5,1.6666666666666667
123,1,2.2
123,2,1.3
123,3,1.4545454545454546
123,4,1.7
123,5,0.9285714285714286
124,1,0.38461538461538464
124,2,0.09090909090909091
124,3,0.3333333333333333
124,4,0.08333333333333333
124,5,0.8666666666666667
126,1,-0.14285714285714285
126,2,0.09090909090909091
126,3,0.25
126,4,0.08333333333333333
126,5,1.0714285714285714
127,1,1.0
127,2,1.4
127,3,0.6666666666666666
127,4,0.7272727272727273
127,5,1.2857142857142858
128,1,-0.21428571428571427
128,2,0.2727272727272727
128,3,-0.15384615384615385
128,4,-0.08333333333333333
128,5,0.7333333333333333
132,1,0.15384615384615385
132,2,-1.0
132,3,-0.7692307692307693
132,4,-0.5833333333333334
132,5,0.7857142857142857
134,1,1.8181818181818181
134,2,1.1
134,3,-0.08333333333333333
134,4,-0.25
134,5,0.7333333333333333
135,1,2.0
135,2,-0.5
135,3,1.1818181818181819
135,4,1.6
135,5,1.2857142857142858
136,1,-0.2857142857142857
136,2,0.09090909090909091
136,3,0.5833333333333334
136,4,-0.25
136,5,0.6
137,1,1.1666666666666667
137,2,-0.6153846153846154
137,3,-0.46153846153846156
137,4,-0.6666666666666666
137,5,0.4
138,1,0.6153846153846154
138,2,1.0
138,3,1.3636363636363635
138,4,1.2
138,5,1.0
141,1,-3.1052631578947367
141,2,-2.5
141,3,-3.3529411764705883
141,4,-4.117647058823529
141,5,-1.3333333333333333
142,1,0.6153846153846154
142,2,1.1
142,3,1.4545454545454546
142,4,1.6
142,5,1.4615384615384615
143,1,4.125
143,2,4.857142857142857
143,3,3.5
143,4,3.875
143,5,3.0
146,1,0.8461538461538461
146,2,1.3
146,3,1.2727272727272727
146,4,0.7272727272727273
146,5,1.5384615384615385
148,1,0.6153846153846154
148,2,0.0
148,3,0.15384615384615385
148,4,-0.08333333333333333
148,5,0.8
151,1,1.3333333333333333
151,2,1.4
151,3,1.5454545454545454
151,4,0.6363636363636364
151,5,0.9285714285714286
154,1,-0.2857142857142857
154,2,-0.16666666666666666
154,3,-0.9285714285714286
154,4,-0.6153846153846154
154,5,-0.0625
158,1,-1.0
158,2,-2.9375
158,3,-1.8571428571428572
158,4,-4.611111111111111
158,5,-2.5
159,1,-0.21428571428571427
159,2,0.08333333333333333
159,3,-0.15384615384615385
159,4,-0.25
159,5,0.7333333333333333
161,1,1.6363636363636365
161,2,1.8
161,3,2.2
161,4,2.2222222222222223
161,5,2.272727272727273
162,1,2.4
162,2,2.5555555555555554
162,3,1.5454545454545454
162,4,1.7
162,5,1.1428571428571428
163,1,-1.3125
163,2,-1.5333333333333334
163,3,-2.7058823529411766
163,4,-2.6
163,5,-1.2941176470588236
164,1,0.23076923076923078
164,2,-0.9230769230769231
164,3,-1.7142857142857142
164,4,-1.4615384615384615
164,5,-0.3125
165,1,0.46153846153846156
165,2,0.18181818181818182
165,3,0.5
165,4,0.7272727272727273
165,5,1.0
167,1,-0.21428571428571427
167,2,-0.38461538461538464
167,3,-0.3076923076923077
167,4,-0.6923076923076923
167,5,0.8
168,1,7.666666666666667
168,2,7.333333333333333
168,3,3.5
168,4,2.875
168,5,0.7692307692307693
169,1,3.888888888888889
169,2,3.5
169,3,3.2222222222222223
169,4,3.5
169,5,2.4545454545454546
170,1,0.6153846153846154
170,2,-0.2727272727272727
170,3,0.4166666666666667
170,4,0.8181818181818182
170,5,1.0
173,1,0.6923076923076923
173,2,0.8
173,3,1.1818181818181819
173,4,0.16666666666666666
173,5,1.0
175,1,4.5
175,2,3.25
175,3,3.4444444444444446
175,4,3.875
175,5,2.0833333333333335
177,1,-1.125
177,2,-3.5
177,3,-3.388888888888889
177,4,-3.9411764705882355
177,5,-1.9444444444444444
182,1,-0.2857142857142857
182,2,-0.16666666666666666
182,3,1.0
182,4,-0.25
182,5,0.8
183,1,1.3333333333333333
183,2,0.09090909090909091
183,3,0.4166666666666667
183,4,-0.08333333333333333
183,5,0.6
184,1,1.0
184,2,1.6
184,3,1.4545454545454546
184,4,1.5
184,5,0.7857142857142857
188,1,-0.21428571428571427
188,2,0.18181818181818182
188,3,0.5833333333333334
188,4,-0.6923076923076923
188,5,0.0625
190,1,0.46153846153846156
190,2,1.2
190,3,1.0909090909090908
190,4,-0.08333333333333333
190,5,0.9285714285714286
192,1,-3.263157894736842
192,2,-4.65
192,3,-4.277777777777778
192,4,-1.5384615384615385
192,5,-0.26666666666666666
195,1,4.25
195,2,3.625
195,3,1.0909090909090908
195,4,1.1
195,5,0.6428571428571429
196,1,-0.21428571428571427
196,2,0.0
196,3,0.23076923076923078
196,4,1.0
196,5,1.1428571428571428
197,1,-0.21428571428571427
197,2,0.18181818181818182
197,3,-0.5384615384615384
197,4,-0.3333333333333333
197,5,0.8666666666666667
